PlayerName,Position,BodyFatPercentage,HandLength_Inches,HandWidth_Inches,HeightWithoutShoes_Inches,HeightWithShoes_Inches,StandingReach_Inches,Weight_lbs,Wingspan_Inches,ID,Rank,PickNumber,Team,College,PlayedOverseas,YearsPlayed,GamesPlayed,TotalMinutesPlayed,TotalPoints,TotalRebounds,TotalAssists,FieldGoalPercentage,ThreePointPercentage,FreeThrowPercentage,WinShares,WinSharesPer48Minutes,BoxPlusMinus,ValueOverReplacementPlayer,DraftYear,MinutesPerGame,PointsPerGame,ReboundsPerGame,AssistsPerGame
david johnson,SG,0.08,8.25,8.5,72.25,72.75,96.0,202.8,72.5,1855,47,47,TOR,Louisville,DOMESTIC,1.0,2,33406,0,0,0,0.0,0.0,0.73,0.0,-0.506,-27.7,0.0,2021,1.0,0.0,0.0,0.0
davion mitchell,PG,0.06,8.25,8.75,72.0,72.25,96.5,202.4,72.25,1817,9,9,SAC,Baylor,DOMESTIC,1.0,53,33406,551,125,183,0.406,0.326,0.558,0.2,0.006,-3.5,-0.5,2021,26.0,10.4,2.4,3.5
day'ron sharpe,C,0.07,8.71,9.3,76.75,77.92,102.31,211.35,81.8,1837,29,29,PHO,UNC,DOMESTIC,1.0,30,33406,182,152,15,0.571,0.25,0.568,1.1,0.146,-3.6,-0.1,2021,12.4,6.1,5.1,0.5
evan mobley,PF,0.07,8.71,9.3,76.75,77.92,102.31,211.35,81.8,1811,3,3,CLE,USC,DOMESTIC,1.0,50,33406,743,403,128,0.503,0.265,0.672,4.2,0.117,0.9,1.2,2021,34.1,14.9,8.1,2.6
greg brown iii,PF,0.06,9.0,9.75,72.25,72.5,97.0,206.4,84.25,1851,43,43,NOP,Texas,DOMESTIC,1.0,28,33406,93,56,7,0.432,0.19,0.633,0.2,0.054,-4.1,-0.1,2021,7.9,3.3,2.0,0.3
herbert jones,SF,0.06,8.5,9.0,72.0,72.25,96.0,206.4,84.25,1843,35,35,NOP,Alabama,DOMESTIC,1.0,56,33406,536,218,118,0.499,0.358,0.855,3.5,0.099,-0.6,0.6,2021,29.9,9.6,3.9,2.1
isaiah jackson,C,0.07,8.71,9.3,76.75,77.92,102.31,211.35,81.8,1830,22,22,LAL,Kentucky,DOMESTIC,1.0,20,33406,115,55,7,0.542,0.429,0.667,0.7,0.173,0.1,0.1,2021,9.7,5.8,2.8,0.4
isaiah livers,SF,0.09,9.0,9.5,72.75,72.25,96.5,231.8,72.25,1850,42,42,DET,Michigan,DOMESTIC,1.0,1,33406,0,0,0,0.0,0.0,0.73,-0.1,-0.52,-17.1,0.0,2021,5.0,0.0,0.0,0.0
isaiah todd,PF,0.06,9.0,9.75,72.75,72.0,97.5,219.0,84.25,1839,31,31,MIL,FOREIGN,FOREIGN,1.0,10,33406,16,10,3,0.294,0.364,0.333,0.0,0.004,-0.1,0.0,2021,4.1,1.6,1.0,0.3
jt thor,PF,0.06,9.25,9.5,72.5,72.25,108.0,203.0,84.25,1845,37,37,DET,Auburn,DOMESTIC,1.0,19,33406,49,27,13,0.405,0.292,0.667,0.3,0.072,-2.7,0.0,2021,9.0,2.6,1.4,0.7
jaden springer,SG,0.06,8.5,9.75,72.0,72.25,96.0,202.0,72.75,1836,28,28,PHI,Tennessee,DOMESTIC,1.0,2,33406,2,2,0,1.0,0.31,0.73,0.0,0.141,17.0,0.0,2021,3.0,1.0,1.0,0.0
jalen green,SG,0.07,8.71,9.3,76.75,77.92,102.31,211.35,81.8,1810,2,2,HOU,FOREIGN,FOREIGN,1.0,43,33406,627,134,100,0.387,0.311,0.818,-0.8,-0.03,-4.9,-1.0,2021,30.4,14.6,3.1,2.3
jalen johnson,PF,0.05,9.75,10.5,72.75,72.25,96.0,209.6,84.25,1828,20,20,ATL,Duke,DOMESTIC,1.0,14,33406,25,16,1,0.45,0.375,0.667,0.0,0.009,-4.6,0.0,2021,4.6,1.8,1.1,0.1
james bouknight,SG,0.06,8.75,9.0,72.5,72.75,96.5,190.0,72.25,1819,11,11,CHA,UConn,DOMESTIC,1.0,28,33406,140,48,23,0.353,0.347,0.871,0.1,0.015,-6.7,-0.4,2021,10.6,5.0,1.7,0.8
jared butler,PG,0.05,8.5,8.25,72.25,72.75,96.5,193.0,72.0,1848,40,40,NOP,Baylor,DOMESTIC,1.0,28,33406,96,23,34,0.409,0.362,0.583,0.2,0.038,-1.9,0.0,2021,7.6,3.4,0.8,1.2
jason preston,PG,0.05,8.5,9.25,72.0,72.0,96.5,180.6,72.5,1841,33,33,ORL,Ohio University,DOMESTIC,3.57,161,33406,1490,577,306,0.43,0.31,0.73,6.0,0.05,-2.73,0.96,2021,16.23,6.5,2.75,1.36
jeremiah robinson-earl,PF,0.09,9.0,9.75,72.75,72.0,96.5,242.4,72.75,1840,32,32,NYK,Villanova,DOMESTIC,1.0,44,33406,314,254,44,0.401,0.333,0.714,1.4,0.068,-2.5,-0.1,2021,23.0,7.1,5.8,1.0
jericho sims,C,0.06,9.0,9.75,72.0,72.0,96.0,250.2,84.25,1866,58,58,NYK,Texas,DOMESTIC,1.0,18,33406,19,27,1,0.727,0.31,0.75,0.4,0.145,-0.6,0.0,2021,6.5,1.1,1.5,0.1
joe wieskamp,SF,0.04,8.5,9.25,72.75,72.25,96.0,204.8,73.0,1849,41,41,SAS,Iowa,DOMESTIC,1.0,15,33406,37,8,5,0.464,0.421,0.429,0.2,0.106,-0.1,0.0,2021,6.1,2.5,0.5,0.3
jonathan kuminga,SF,0.07,8.71,9.3,76.75,77.92,102.31,211.35,81.8,1815,7,7,GSW,FOREIGN,FOREIGN,1.0,47,33406,374,132,33,0.511,0.322,0.655,1.7,0.117,-2.2,0.0,2021,14.5,8.0,2.8,0.7
josh christopher,SG,0.06,8.75,8.5,72.25,72.5,96.0,214.8,72.25,1832,24,24,HOU,Arizona State,DOMESTIC,1.0,50,33406,370,107,87,0.452,0.322,0.773,0.3,0.017,-3.0,-0.2,2021,16.5,7.4,2.1,1.7
joshua primo,SG,0.06,9.0,10.0,72.0,72.0,96.5,189.0,72.25,1820,12,12,SAS,Alabama,DOMESTIC,1.0,30,33406,147,52,42,0.369,0.32,0.76,0.1,0.007,-4.2,-0.3,2021,15.9,4.9,1.7,1.4
kai jones,PF,0.05,9.0,9.5,72.0,73.5,108.5,221.4,84.75,1827,19,19,NYK,Texas,DOMESTIC,1.0,17,33406,16,8,4,0.636,0.5,0.25,0.0,-0.022,-8.8,-0.1,2021,2.8,0.9,0.5,0.2
keon johnson,SG,0.04,8.5,9.0,72.5,72.75,96.0,184.8,72.25,1829,21,21,NYK,Tennessee,DOMESTIC,1.0,15,33406,53,21,13,0.333,0.273,0.762,0.1,0.021,-5.7,-0.1,2021,9.0,3.5,1.4,0.9
kessler edwards,PF,0.04,8.5,8.25,72.0,72.0,96.0,203.0,73.25,1852,44,44,BRK,Pepperdine,DOMESTIC,1.0,28,33406,180,119,18,0.394,0.33,0.8,0.2,0.016,-4.6,-0.5,2021,24.6,6.4,4.3,0.6
luka garza,C,0.12,9.0,9.25,72.0,73.25,97.5,242.8,84.5,1860,52,52,DET,Iowa,DOMESTIC,1.0,29,33406,151,87,16,0.444,0.341,0.643,0.5,0.075,-3.4,-0.1,2021,11.7,5.2,3.0,0.6
marcus zegarowski,PG,0.07,8.0,9.5,72.75,72.0,96.0,180.8,72.75,1857,49,49,BRK,Creighton,DOMESTIC,3.57,161,33406,1490,577,306,0.43,0.31,0.73,6.0,0.05,-2.73,0.96,2021,16.23,6.5,2.75,1.36
miles mcbride,PG,0.06,9.0,9.5,72.0,72.5,96.5,195.2,72.75,1844,36,36,OKC,West Virginia,DOMESTIC,1.0,21,33406,38,16,23,0.259,0.161,0.75,-0.1,-0.03,-6.0,-0.2,2021,7.2,1.8,0.8,1.1
moses moody,SG,0.07,9.0,10.0,72.5,72.0,96.0,210.6,84.75,1822,14,14,GSW,Arkansas,DOMESTIC,1.0,34,33406,109,46,11,0.376,0.306,0.824,0.4,0.065,-4.7,-0.2,2021,9.5,3.2,1.4,0.3
raiquan gray,PF,0.17,9.25,9.0,72.5,72.75,96.0,268.6,72.75,1867,59,59,BRK,Florida State,DOMESTIC,3.57,161,33406,1490,577,306,0.43,0.31,0.73,6.0,0.05,-2.73,0.96,2021,16.23,6.5,2.75,1.36
sandro mamukelashvili,C,0.08,9.0,9.5,72.0,72.0,96.5,239.8,84.25,1862,54,54,IND,Seton Hall,DOMESTIC,1.0,34,33406,102,60,16,0.459,0.385,0.75,0.7,0.111,-0.8,0.1,2021,9.3,3.0,1.8,0.5
scottie barnes,SF,0.05,9.25,10.25,72.0,72.0,108.0,225.4,84.75,1812,4,4,TOR,Florida State,DOMESTIC,1.0,49,33406,706,365,164,0.47,0.313,0.733,3.8,0.104,0.0,0.9,2021,35.4,14.4,7.4,3.3
scottie lewis,SF,0.05,8.75,9.75,72.0,72.25,96.5,187.6,84.0,1864,56,56,CHA,Florida,DOMESTIC,1.0,2,33406,1,0,1,0.43,0.31,0.5,0.0,0.164,6.1,0.0,2021,3.5,0.5,0.0,0.5
sharife cooper,PG,0.07,8.71,9.3,76.75,77.92,102.31,211.35,81.8,1856,48,48,ATL,Auburn,DOMESTIC,1.0,11,33406,7,5,5,0.214,0.167,0.73,-0.2,-0.332,-17.3,-0.1,2021,3.2,0.6,0.5,0.5
tre mann,PG,0.04,8.0,9.0,72.25,72.25,96.5,177.6,72.0,1826,18,18,OKC,Florida,DOMESTIC,1.0,45,33406,390,100,45,0.383,0.365,0.75,0.2,0.013,-4.4,-0.6,2021,20.0,8.7,2.2,1.0
trey murphy iii,SF,0.08,8.5,9.0,72.5,72.25,96.5,206.0,84.0,1825,17,17,MEM,Virginia,DOMESTIC,1.0,41,33406,160,88,20,0.338,0.336,0.857,0.6,0.052,-3.3,-0.2,2021,12.7,3.9,2.1,0.5
ziaire williams,SF,0.04,9.0,8.75,72.25,72.75,96.5,188.4,72.25,1818,10,10,NOP,Stanford,DOMESTIC,1.0,40,33406,291,71,35,0.441,0.284,0.76,1.0,0.057,-4.2,-0.5,2021,21.5,7.3,1.8,0.9
